None	AALB	ACEP	AGAM	AMEL	BMOR	BTAB	BTER	CNAS	CSOL	DANA	DARI	DBIA	DBIP	DBUS	DELE	DERE	DEUG	DGRI	DGUA	DHYD	DKIK	DMEL	DMIR	DMOJ	DNAV	DNOV	DOBS	DPER	DPLE	DPSE	DRHO	DSER	DSIM	DSUZ	DTAK	DVIR	DWIL	DYAK	GMEL	HKAH	MPHA	MSAC	NVIT	OBIR	PPOL	PXUT	SLEB	TCAS	TRNI	DSEC
LOC108005632|XP_016924432.1|DSUZ	45.4	50.1	49.3	48.9	48.1	0	42.4	0	48.1	116.3	79.7	157.5	115.2	0	131.7	152.5	138.7	89.0	108.2	79.3	106.3	151.4	110.9	80.1	82.8	0	108.2	110.9	46.6	110.9	129.0	125.9	154.5	161.8	149.4	82.4	95.9	153.3	48.5	48.1	51.2	40.4	49.7	49.3	48.1	44.7	0	45.8	47.0	153.7
LOC108019690|XP_016943071.1|DSUZ	109.0	55.1	106.7	70.5	86.7	0	0	0	90.9	291.2	239.2	383.3	296.2	0	344.4	329.7	345.5	239.2	308.9	251.5	302.4	335.9	253.54999999999998	241.1	240.4	244.6	308.9	300.8	76.3	301.6	338.2	291.6	336.7	392.9	349.4	243.4	248.1	336.3	73.2	85.1	0	0	0	64.7	80.5	82.4	232.3	89.4	86.65	336.7
LOC108019801|XP_016943294.1|DSUZ	0	0	0	0	0	0	0	0	0	122.5	62.8	339.7	114.0	57.0	229.9	231.5	246.9	0	82.4	0	125.2	247.3	83.03333333333333	62.8	60.5	69.3	86.3	87.0	0	89.0	213.4	126.3	256.9	383.3	273.5	70.9	67.8	257.3	0	0	0	0	0	0	0	0	0	0	0	260.4
LOC108020587|XP_016944429.1|DSUZ	402.1	197.8	383.6	208.4	0	208.0	200.85	516.2	322.4	2609.7	1871.3	3556.5	2576.6	1818.9	3239.5	3348.5	3292.3	1942.2	2299.2	1898.6	1350.6999999999998	3353.5	2341.2	1866.3	1863.6	1989.2	2351.6	2360.1	119.0	2362.4	3269.3999999999996	2645.9	3341.6	3742.2	3360.1	1988.8	2108.2	3373.2	82.6	125.2	361.3	216.9	308.9	196.04999999999998	117.1	120.9	1743.8	250.8	118.2	3335.0
LOC108012568|XP_016933471.1|DSUZ	214.2	177.6	202.2	180.6	191.0	181.8	98.25	194.9	170.6	326.2	294.7	346.7	229.35	288.9	342.4	327.0	342.4	291.6	315.8	298.9	324.7	329.7	322.4	295.4	299.7	297.7	319.7	323.6	198.0	323.6	342.0	308.1	332.4	355.9	345.5	297.7	294.3	333.6	183.3	181.0	174.5	147.14999999999998	174.1	181.4	192.2	188.0	278.9	184.9	186.8	333.6
LOC108008378|XP_016927709.1|DSUZ	103.2	0	99.4	0	0	0	0	82.0	44.7	212.2	171.4	239.2	209.9	183.0	222.6	229.2	237.7	145.2	217.2	169.5	194.7	228.8	211.1	170.6	172.2	182.6	216.9	211.1	56.6	211.1	219.9	228.0	227.6	275.8	183.3	182.6	176.0	230.7	54.900000000000006	0	0	0	0	0	0	69.7	195.3	0	0	226.5
LOC108021410|XP_016945606.1|DSUZ	202.6	150.2	193.4	152.1	162.5	177.6	146.0	224.6	145.2	448.7	420.2	466.1	446.0	413.7	446.0	454.1	462.2	406.4	402.5	417.2	446.4	452.2	431.0	420.2	420.2	423.3	431.0	432.2	169.5	432.2	454.5	443.4	452.2	475.3	458.4	421.8	355.5	449.1	67.0	180.6	150.6	162.9	152.9	155.6	164.5	99.5	421.4	173.3	179.1	449.1
LOC108021550|XP_016945807.1|DSUZ	74.7	0	60.8	43.1	0	0	74.7	78.6	65.9	417.2	263.1	539.3	404.1	335.5	468.8	413.3	458.4	196.4	344.4	235.7	404.8	396.0	378.6	252.3	236.1	286.6	323.9	359.4	46.2	366.3	267.7	409.5	412.9	585.1	483.8	286.6	347.1	473.8	0	0	0	0	83.6	0	0	0	290.8	95.5	0	406.4
LOC108020728|XP_016944588.1|DSUZ	1785.15	1352.4	1754.2	1355.9	694.7	1436.0	1342.8	1791.2	1357.8	2812.7	0	2917.9	2813.1	2505.7	2888.6	2886.7	2899.0	2522.3	2682.5	2507.2	2812.3	2883.6	2699.8	2515.0	2514.6	2523.8	2710.6	2707.2	815.25	2706.0	2889.4	2800.0	2870.1	2989.9	2908.2	2520.0	2675.6	2891.7	1351.7	1389.4	1334.7	1362.8	1382.1	1342.4	1102.8	1377.5	2539.2	1500.3	1376.3	2875.1
LOC108008951|XP_016928351.1|DSUZ	0	0	0	0	0	0	0	0	0	187.2	0	441.4	174.9	136.0	265.8	339.7	352.1	167.2	191.2	146.7	254.6	343.2	208.4	141.4	141.7	155.2	246.5	222.2	0	221.9	253.1	141.7	348.2	507.7	326.2	156.4	194.5	332.8	0	0	0	0	0	0	0	0	144.8	0	0	347.4
LOC108021150|XP_016945210.1|DSUZ	1163.3	740.7	1139.8	766.9	622.9	742.3	744.2	1055.0	686.8	1695.2	1614.4	1753.8	1700.3	1628.2	1722.6	1728.4	1747.3	1624.4	1681.4	1632.8	1346.05	1740.3	1653.6	1606.7	1607.4	1641.7	1677.9	1659.0	667.2	1655.6	1740.3	1701.0	1736.9	1781.5	1693.3	1642.9	1660.6	1740.7	699.9	695.7	752.3	662.9	711.4	763.5	546.6	678.7	1587.0	764.6	648.7	1735.3
LOC108006449|XP_016925463.1|DSUZ	47.8	0	48.9	0	0	0	0	0	0	203.4	126.3	456.1	193.7	104.8	312.8	334.7	317.8	119.8	162.9	142.9	305.8	360.1	189.5	124.4	118.2	129.0	116.7	202.2	0	154.5	345.5	279.65	337.4	532.3	335.9	124.4	141.0	215.3	0	0	0	0	0	0	0	0	142.1	0	0	329.7
LOC108021345|XP_016945520.1|DSUZ	86.7	80.9	85.1	80.1	81.6	45.4	63.9	62.4	78.2	123.2	124.4	154.8	122.9	117.9	149.8	149.1	117.1	125.9	123.6	123.2	134.0	150.2	117.5	124.4	122.9	121.7	136.3	117.5	84.3	117.5	147.9	132.9	148.3	162.9	117.9	124.4	125.9	150.6	61.6	79.7	80.9	77.4	79.7	79.0	78.2	81.6	125.2	84.7	61.6	148.3
LOC108009149|XP_016928741.1|DSUZ	191.4	136.3	192.2	131.7	146.4	145.2	123.2	185.3	0	426.0	375.6	525.4	0	309.3	475.3	466.8	478.4	343.2	453.4	377.5	463.8	469.5	444.9	381.3	384.4	371.3	432.6	448.0	122.9	446.8	494.2	412.1	469.5	570.1	494.2	378.3	353.6	475.3	133.7	134.4	133.3	0	136.3	134.8	147.1	145.6	299.7	139.0	139.0	471.5
LOC108007708|XP_016926943.1|DSUZ	63.5	41.2	0	0	48.9	49.7	0	0	0	174.5	112.5	228.4	170.6	131.3	214.9	208.4	215.3	102.85	143.7	113.6	194.1	177.6	141.35000000000002	112.1	108.2	129.4	147.9	127.45	0	140.4	229.6	193.4	210.7	239.2	233.8	127.5	111.3	122.9	47.4	0	52.8	48.1	0	0	0	0	100.1	0	0	210.7
LOC108012971|XP_016934024.1|DSUZ	0	0	0	0	0	0	0	0	0	191.05	0	326.6	167.75	105.5	273.1	253.1	234.6	116.3	139.4	104.8	184.1	233.8	130.6	69.3	60.1	145.6	147.9	133.7	0	136.3	270.8	201.1	247.3	402.9	220.3	142.1	132.9	253.85	0	0	0	0	0	0	0	0	116.3	0	0	247.3
LOC108008678|XP_016928060.1|DSUZ	406.4	331.3	392.1	303.5	235.7	369.0	354.4	375.6	330.1	555.4	525.8	584.7	560.5	524.2	583.6	571.6	577.8	519.2	540.0	521.2	358.6	560.1	476.65	525.8	523.5	533.9	239.6	538.9	359.0	538.9	583.2	542.3	560.8	594.0	582.0	533.5	531.9	569.7	350.9	357.1	265.0	318.9	332.0	260.4	301.2	210.30000000000004	528.5	354.0	359.8	555.4
LOC108013372|XP_016934681.1|DSUZ	0	0	0	0	0	0	0	0	0	40.4	0	50.8	0	0	0	51.2	46.6	0	0	0	43.5	51.2	43.1	0	0	0	0	0	0	43.5	48.1	43.5	51.2	65.5	49.7	0	0	52.0	0	0	0	0	0	0	0	0	0	0	0	51.2
LOC108006701|XP_016925730.1|DSUZ	72.0	48.1	70.9	68.9	0	0	71.2	80.5	0	134.8	133.7	170.6	154.5	139.0	166.4	167.5	168.7	141.7	141.4	156.0	146.4	168.7	135.6	0	144.8	133.7	143.3	135.6	0	138.3	130.95	140.6	169.9	174.1	170.2	131.7	134.4	169.9	0	0	51.2	0	0	67.4	0	0	132.5	64.3	0	168.7
LOC108019301|XP_016942610.1|DSUZ	159.375	144.4	152.1	146.4	132.1	143.3	147.9	165.6	144.1	229.2	204.9	305.1	212.6	202.2	295.0	287.7	294.7	195.3	209.5	205.7	234.6	292.7	204.1	199.5	197.6	199.1	214.5	204.5	133.3	203.4	295.4	247.7	293.9	314.7	270.8	199.1	200.7	289.3	0	131.7	137.9	132.5	0	139.8	0	126.7	197.6	147.9	134.8	293.9
LOC108010151|XP_016930475.1|DSUZ	807.0666666666667	482.6	751.1	537.7	413.7	545.0	539.7	823.2	342.8	1709.9	1536.5	1822.4	1705.6	1579.3	1779.6	1753.0	1765.4	1550.0	1691.8	1554.7	1698.7	1753.8	1617.45	1580.1	1582.4	1579.3	1667.9	1686.4	425.6	1691.8	1780.0	1695.6	1787.3	1851.3	1807.0	1562.7	1551.6	1764.2	434.5	420.2	513.5	471.5	366.3	538.9	439.1	454.1	1471.4	583.6	339.75	1784.2
LOC108021261|XP_016945372.1|DSUZ	63.18000000000001	62.0	64.7	77.4	76.6	0	83.2	72.4	67.0	429.1	263.1	534.6	429.9	248.4	483.8	468.4	510.0	272.3333333333333	317.8	268.5	429.1	470.3	315.5	268.1	264.2	288.1	327.4	315.1	63.5	313.2	506.1	415.2	471.9	567.0	504.2	286.6	347.1	481.1	0	68.9	51.6	55.1	82.8	79.3	69.3	71.6	292.4	69.3	70.9	476.1
LOC108005540|XP_016924326.1|DSUZ	440.0333333333333	191.4	458.8	194.5	47.8	215.7	193.0	321.04999999999995	176.4	710.3	640.2	725.3	713.0	599.4	718.0	725.3	725.3	640.2	675.6	639.0	702.2	724.2	685.6	647.1	621.7	646.4	662.1	685.6	87.0	685.6	726.9	709.9	721.8	733.0	731.5	641.0	633.6	602.8	0	0	186.0	195.7	199.9	183.0	99.8	82.0	651.7	242.7	82.8	723.8
LOC108020731|XP_016944592.1|DSUZ	0	0	0	0	0	0	0	0	0	161.8	127.1	134.0	159.8	107.8	153.7	148.3	164.1	121.7	95.9	127.5	137.1	125.9	109.8	125.9	128.6	126.7	131.0	109.8	0	107.8	168.3	94.7	141.7	204.5	164.1	95.1	107.8	145.6	0	0	0	0	0	0	0	0	103.6	0	0	127.5
LOC108020336|XP_016943960.1|DSUZ	0	165.2	0	170.6	114.0	200.3	168.3	208.4	168.7	594.0	540.0	1457.2	415.6	590.1	902.1	793.9	988.0	416.0	650.6	604.4	575.1	908.3	787.7	622.1	532.7	636.0	778.9	757.7	108.2	755.0	347.56666666666666	589.7	938.7	1939.9	365.8	625.5	667.2	932.9	110.9	105.5	157.9	214.2	162.9	162.2	106.7	109.8	610.5	212.6	110.5	921.0
LOC108012548|XP_016933451.1|DSUZ	0	0	0	0	0	0	0	0	0	94.7	0	142.5	93.6	0	109.8	112.5	124.4	0	53.9	0	99.8	115.2	50.4	0	0	0	53.9	51.2	0	51.2	120.6	96.7	119.8	205.7	88.95	0	0	110.2	0	0	0	0	0	0	0	0	0	0	0	120.2
LOC108021596|XP_016945878.1|DSUZ	341.3	283.9	348.6	276.9	248.4	257.3	273.9	320.1	283.1	438.7	413.7	453.0	438.3	415.6	445.7	448.7	447.2	418.3	431.8	414.1	443.4	448.7	429.5	413.7	413.3	420.6	426.0	431.0	179.1	431.0	445.7	436.0	448.7	453.4	452.2	420.6	421.0	447.2	258.1	216.1	284.6	236.1	283.5	285.4	205.7	242.3	402.1	282.7	222.6	448.7
LOC108008608|XP_016927977.1|DSUZ	0	0	0	0	0	0	0	0	0	275.4	0	335.9	274.2	177.2	329.3	316.6	324.3	184.9	223.4	192.6	290.0	323.6	203.95	192.6	189.1	198.7	221.5	224.6	0	225.7	295.4	290.0	322.0	414.1	318.2	196.4	193.0	328.6	0	0	0	0	0	0	0	0	180.6	0	0	322.4
LOC108008296|XP_016927597.1|DSUZ	440.93333333333334	307.75	343.2	315.45	295.05	292.35	310.45	340.9	562.0	977.2	892.5	1124.0	984.9	859.4	1051.6	1054.7	1055.8	866.3	951.8	888.3	981.9	1033.5	950.5	891.7	802.7	884.0	953.4	960.3	220.83333333333334	959.1	1041.6	989.2	1062.0	1160.6	1052.4	880.9	912.9	1048.1	304.7	293.90000000000003	307.55	0	297.95	563.1	290.0	293.5	879.0	303.15	294.25	1053.1
LOC108008424|XP_016927760.1|DSUZ	295.4	280.4	315.8	274.6	189.1	248.1	266.9	316.2	256.5	728.8	622.9	885.9	721.5	622.5	824.7	773.1	779.2	606.7	683.3	612.5	793.9	785.4	680.1	620.9	617.5	634.0	691.4	695.3	244.2	694.1	829.7	790.0	716.5	936.8	795.4	633.3	684.9	798.9	265.0	249.2	277.3	214.2	267.7	285.8	251.5	262.7	616.7	245.0	257.7	720.3
LOC108012990|XP_016934049.1|DSUZ	90.9	0	0	45.4	83.6	51.2	58.2	53.9	0	358.2	200.3	457.6	288.9	230.3	393.7	406.0	406.0	245.0	338.2	215.7	156.86666666666667	396.0	283.5	196.1	194.5	208.8	328.6	288.9	76.3	288.9	357.5	344.0	404.4	472.2	422.2	210.7	288.5	331.3	81.6	79.7	0	45.8	50.8	54.3	79.7	79.7	278.9	0	77.66666666666667	394.8
LOC108014728|XP_016936429.1|DSUZ	0	0	0	0	0	0	0	0	0	531.6	349.0	678.3	522.7	291.2	568.9	506.5	610.9	326.2	437.6	383.3	502.3	501.9	478.4	342.8	351.3	349.0	472.6	445.45000000000005	0	456.79999999999995	580.1	443.0	493.0	769.2	659.4	342.4	363.2	499.6	0	0	0	0	0	0	0	0	321.6	0	0	505.4
LOC108013166|XP_016934352.1|DSUZ	0	0	0	0	0	0	0	0	0	91.7	0	235.0	59.3	0	144.8	117.5	137.5	0	61.2	54.7	83.2	141.4	50.8	0	48.1	54.3	64.7	50.4	0	50.4	184.9	0	139.4	341.7	222.6	54.3	0	132.9	0	0	0	0	0	0	0	0	60.5	0	0	138.3
LOC108015484|XP_016937405.1|DSUZ	0	0	0	0	0	0	0	67.8	0	198.4	147.9	252.7	206.8	149.8	241.9	245.0	248.4	0	167.9	147.9	213.8	243.4	167.15	149.1	142.9	161.8	179.1	178.3	0	179.1	243.4	206.8	252.3	288.5	252.3	0	134.0	240.4	0	0	0	0	0	0	0	0	161.0	0	0	252.3
LOC108019862|XP_016943396.1|DSUZ	0	0	0	0	0	0	0	0	0	79.3	0	109.0	76.6	0	109.8	101.3	100.9	61.6	0	0	86.3	97.4	0	0	0	72.8	0	0	0	0	117.5	80.5	97.4	131.3	109.0	72.8	0	107.8	0	0	0	0	0	0	0	0	0	0	0	99.8
LOC108010967|XP_016931473.1|DSUZ	717.8	633.6	682.9	641.0	580.9	620.2	660.6	719.5	621.3	1261.9	1223.0	1501.1	1245.3	1106.3	1329.7	1452.2	1352.4	1133.2	1159.4	1179.5	1251.1	1382.5	1146.55	1244.6	1193.7	1227.2	1169.8	1184.5	597.0	1198.3	1307.7	1264.6	1387.9	1729.1	1323.1	1217.2	1068.5	1379.8	552.4	564.3	462.6	582.4	595.1	605.9	578.2	555.1	1173.3	559.7	589.0	1380.2
LOC108005726|XP_016924545.1|DSUZ	68.9	0	64.3	0	0	0	0	66.85	0	202.6	171.4	230.7	202.2	162.9	227.3	204.1	251.1	157.9	193.4	174.1	218.4	227.3	196.4	174.9	156.0	175.6	193.0	196.1	0	196.1	224.9	215.7	228.0	282.0	248.8	172.6	168.7	228.0	0	0	0	0	0	0	0	0	177.2	0	0	229.6
LOC108017955|XP_016940712.1|DSUZ	668.7	819.7	842.4	823.2	854.7	843.6	823.5	889.8	815.5	1077.8	1043.1	1135.2	1080.9	1024.6	1125.2	1115.5	1120.1	1033.5	1045.8	1044.6	1107.4	1113.2	1026.15	1043.1	1046.2	1041.6	1039.3	1031.6	477.59999999999997	1031.6	1125.5	1110.5	1114.8	1147.5	1125.2	1040.4	616.9	1121.3	852.0	858.6	827.0	818.9	861.7	828.2	848.2	533.6	1034.2	875.5	864.4	1114.8
LOC108017930|XP_016940612.1|DSUZ	145.60000000000002	62.0	159.5	73.2	80.5	0	76.6	153.7	73.6	479.2	351.7	533.5	480.3	323.9	529.6	518.8	518.1	351.3	458.0	385.6	439.9	516.5	447.0	347.8	387.5	395.2	451.1	459.9	82.4	459.9	533.9	482.3	511.5	544.3	529.6	394.8	346.7	511.5	82.8	85.5	71.6	0	94.0	62.8	69.7	69.3	389.4	94.0	67.0	513.1
LOC108015004|XP_016936720.1|DSUZ	96.3	0	0	0	0	0	0	0	0	257.7	203.8	443.4	257.3	199.9	353.2	387.5	357.1	207.6	228.0	186.8	313.5	392.5	245.4	216.9	215.3	185.3	245.0	239.6	0	235.7	381.3	291.2	384.0	567.0	315.1	186.8	0	379.0	0	0	0	0	0	0	0	0	194.9	0	0	375.9
LOC108005843|XP_016924683.1|DSUZ	296.6	263.1	235.63333333333335	258.8	270.8	268.1	273.1	310.5	263.5	421.4	401.7	455.7	425.6	394.8	445.7	451.1	448.4	406.0	411.8	405.6	427.9	442.2	405.6	399.8	402.9	407.5	411.8	410.2	278.1	408.3	439.9	426.4	439.9	461.5	444.1	407.5	385.2	453.4	270.0	260.0	280.8	233.8	265.8	268.9	292.7	289.3	406.4	236.7	280.0	441.8
LOC108019737|XP_016943158.1|DSUZ	0	0	0	0	0	0	0	0	0	174.1	95.1	224.2	179.9	175.3	210.3	234.6	224.6	136.3	167.2	0	201.1	226.5	173.89999999999998	0	94.7	130.2	172.2	171.8	0	171.8	218.8	179.5	230.7	270.0	221.1	131.0	136.0	224.9	0	0	0	0	0	0	0	0	175.3	0	0	226.9
LOC108017858|XP_016940501.1|DSUZ	0	0	0	0	0	0	0	0	0	296.6	135.2	455.7	263.8	148.7	317.0	389.0	417.5	186.8	66.4	192.6	90.9	387.5	119.66923076923078	131.3	123.6	173.7	115.75000000000001	122.33333333333333	0	117.96666666666665	419.1	96.7	400.6	490.0	403.7	171.0	199.9	394.0	0	0	0	0	0	0	0	0	86.7	0	0	393.7
LOC108009986|XP_016930249.1|DSUZ	0	0	0	0	0	0	0	0	0	100.9	83.2	203.0	103.6	75.1	166.0	172.6	174.1	88.2	94.7	83.6	114.4	184.5	91.7	83.2	83.6	88.6	93.6	90.1	0	90.1	177.9	109.0	186.4	213.4	193.4	89.7	99.8	171.0	0	0	0	0	0	0	0	0	91.3	0	0	188.7
LOC108015159|XP_016936927.1|DSUZ	0	0	0	0	0	0	0	0	0	172.2	0	318.2	156.8	0	199.1	261.9	268.9	43.9	117.9	0	131.7	283.1	110.2	0	0	0	97.8	99.4	0	110.9	276.9	104.75	264.2	511.5	280.8	0	78.0	222.6	0	0	0	0	0	0	0	0	44.3	0	0	268.1
LOC108014455|XP_016936065.1|DSUZ	384.0333333333333	174.9	384.8	253.4	214.5	270.4	238.0	354.4	260.4	665.2	611.3	696.4	672.2	620.9	691.4	628.6	696.0	618.2	645.6	615.1	682.2	677.9	653.3	421.0	613.2	621.7	650.2	650.2	248.8	648.3	697.2	677.9	692.2	849.0	565.85	619.4	631.7	671.8	244.6	247.3	236.1	0	258.1	160.4	243.4	248.1	481.1	285.0	258.5	675.2
LOC108007162|XP_016926269.1|DSUZ	973.4	877.9	926.8	870.9	707.2	744.2	872.1	908.7	834.3	1535.4	1500.3	1573.9	1532.7	1515.0	1507.3	1546.9	1605.5	1439.1	1471.1	1494.6	1478.0	1525.0	1468.8	1501.5	1471.8	1501.5	1447.6	1449.9	822.0	1449.9	1513.4	1126.7	1526.1	1617.8	1517.3	1505.0	1458.7	1552.3	821.6	806.6	880.2	759.6	884.8	872.5	823.9	822.8	1440.6	921.0	813.5	1520.8
LOC108014405|XP_016936004.1|DSUZ	268.5	256.5	273.5	256.5	256.9	223.95	251.9	294.7	256.5	426.8	397.9	442.2	430.6	405.2	439.9	439.1	441.0	405.2	407.9	399.4	408.3	438.3	407.5	398.3	398.3	409.8	407.1	407.5	253.1	407.5	439.9	425.6	436.0	477.6	437.6	409.8	418.7	438.7	245.7	249.2	255.8	241.9	262.7	259.6	254.6	255.4	403.3	258.8	254.6	436.0
LOC108010073|XP_016930379.1|DSUZ	0	0	0	0	0	0	0	0	0	159.8	122.5	346.7	156.8	122.7	273.5	269.6	248.8	96.7	131.0	120.2	112.8	268.5	66.88000000000001	121.7	119.4	130.6	125.6	61.224999999999994	0	83.35	282.7	168.3	259.6	422.2	329.7	132.9	122.5	291.2	0	0	0	0	0	0	0	0	150.2	0	0	261.9
LOC108009104|XP_016928660.1|DSUZ	262.7	189.9	246.1	217.6	147.5	122.1	212.2	248.8	196.8	539.3	482.3	723.4	542.7	451.8	683.7	622.5	650.2	466.5	499.6	461.1	593.2	609.0	488.8	479.2	465.7	477.2	508.4	502.3	186.0	498.8	679.9	579.3	619.8	804.3	699.5	481.9	452.2	647.1	183.3	183.3	196.4	218.8	206.8	233.8	188.7	190.3	489.2	248.8	189.5	617.5
LOC108019505|XP_016942823.1|DSUZ	0	0	0	0	0	0	0	0	0	279.6	174.1	291.2	271.9	193.4	264.2	259.2	286.2	207.2	192.6	172.6	233.4	255.4	147.5	174.1	169.9	169.1	197.6	149.4	0	149.1	285.0	246.1	252.7	309.7	294.7	169.1	181.8	260.0	0	0	0	0	0	0	0	0	219.9	0	0	253.8
LOC108009021|XP_016928482.1|DSUZ	0	0	0	0	0	0	0	0	0	419.1	0	556.6	357.8	106.3	483.4	498.4	457.6	117.1	282.0	0	365.5	486.1	270.79999999999995	0	90.9	83.6	312.4	290.4	0	332.0	594.0	416.8	423.7	756.5	297.0	116.7	159.8	500.4	0	0	0	0	0	0	0	0	0	0	0	483.8
LOC108013402|XP_016934745.1|DSUZ	973.5333333333333	1385.2	1411.4	1385.9	1371.7	1217.2	1385.2	1390.6	1387.9	1734.9	1694.1	1895.6	1724.5	1683.3	1882.5	1878.2	1881.7	1696.0	1769.2	1689.5	1717.6	1867.8	1761.1	1694.5	1691.8	1701.0	925.05	1761.5	1377.1	1761.5	1880.5	1728.0	1877.1	1911.0	1868.6	1701.0	1724.9	1867.0	1366.3	1380.9	1391.3	1263.8	1381.3	1398.6	1361.7	416.15999999999997	1649.0	1362.4	1382.1	1875.5
LOC108007356|XP_016926496.1|DSUZ	623.6	580.1	609.0	556.6	543.9	558.5	609.8	644.4	549.7	1863.6	1592.8	2101.6	1843.9	1393.3	2011.9	1913.7	1994.9	1553.9	1843.6	1588.9	1924.8	1959.5	1842.0	1589.3	1592.4	1562.7	1843.9	1841.2	219.95	1846.2	2053.5	1906.0	1972.6	2320.4	2035.4	1543.9	1641.3	1996.1	209.89999999999998	570.5	589.7	516.2	601.7	588.2	462.6	546.2	1478.8	459.5	510.4	1961.0
LOC108020198|XP_016943795.1|DSUZ	0	0	0	71.2	0	75.1	62.8	94.7	67.4	303.9	200.3	342.4	319.3	236.9	240.7	338.6	348.2	149.4	246.9	205.3	238.8	360.5	259.2	194.1	205.3	212.2	302.0	256.1	0	254.2	263.5	267.3	353.2	696.0	318.9	208.8	96.5	369.0	0	0	0	72.8	66.6	57.8	0	0	181.8	69.7	0	278.5
LOC108021836|XP_016946131.1|DSUZ	484.4	455.3	562.0	474.9	539.3	276.0	471.9	516.2	461.8	717.2	702.2	747.7	713.8	671.0	743.8	739.6	742.3	689.9	703.4	696.4	728.4	741.1	707.2	701.8	702.2	700.3	709.9	707.2	533.5	707.2	744.6	728.8	740.0	752.7	740.3	698.4	703.7	735.3	135.20000000000002	537.7	446.0	301.6	476.9	443.0	538.9	540.0	689.1	528.9	537.0	740.0
LOC108006912|XP_016926001.1|DSUZ	241.14999999999998	0	228.8	0	0	99.4	0	220.3	0	643.7	554.7	728.4	658.7	0	656.8	712.6	712.6	537.7	602.4	560.8	650.2	698.7	624.4	550.8	551.6	557.8	609.4	625.9	0	622.1	676.4	643.3	692.2	756.9	719.2	550.1	584.7	700.7	0	0	0	0	0	0	0	0	538.1	0	0	693.3
LOC108021372|XP_016945552.1|DSUZ	145.2	141.0	132.9	146.4	144.8	134.0	143.3	161.8	127.5	247.7	218.0	260.0	249.6	0	258.8	256.1	255.4	223.0	236.5	218.8	246.5	253.8	235.3	218.0	218.0	214.5	231.9	236.9	146.4	236.9	263.1	237.7	253.8	275.4	259.2	214.5	229.6	250.8	146.0	129.8	141.0	149.1	145.2	151.4	152.1	151.0	205.3	141.0	144.1	254.2
LOC108017050|XP_016939497.1|DSUZ	522.7	514.6	596.3	513.1	429.9	496.1	515.0	628.6	535.0	1069.3	972.6	1319.7	508.05	946.0	424.5	897.3499999999999	582.0	951.8	1103.2	982.2	443.75	1171.0	1098.2	978.4	978.0	950.3	1102.0	1073.2	420.2	1073.5	1153.7	1090.1	1174.8	1398.3	599.1500000000001	953.0	944.1	1130.5	413.3	428.7	513.5	473.4	549.3	535.4	187.5666666666667	193.9	923.3	542.0	262.7	1176.0
LOC108009106|XP_016928663.1|DSUZ	138.20000000000002	83.94999999999999	227.6	70.65	0	0	70.25	317.4	70.1	1324.3	973.8	1755.0	1312.0	933.3	1662.1	1713.4	1556.2	1098.6	1395.6	993.0	1498.8	1620.1	1386.3	973.4	974.2	1071.2	1397.1	1394.8	0	1396.3	1645.9	1578.5	1643.2	2032.3	1763.0	1085.1	956.4	1617.1	0	0	92.65	0	57.8	87.4	0	0	1048.9	142.5	0	1632.5
LOC108021723|XP_016946048.1|DSUZ	0	0	0	0	0	0	0	0	0	386.0	214.2	486.9	370.5	212.6	412.9	408.7	438.3	211.1	262.3	188.3	374.4	406.0	275.4	201.4	235.7	253.4	290.4	290.8	0	278.5	454.1	300.4	412.9	586.3	455.7	257.7	198.4	389.4	0	0	0	0	0	0	0	0	215.3	0	0	408.3
LOC108021472|XP_016945700.1|DSUZ	263.85	184.65	255.3	168.5	89.55	152.66666666666666	241.1	212.8636363636364	214.2	434.0	335.40000000000003	558.15	416.0	399.93333333333334	532.9000000000001	503.59999999999997	525.95	388.65	472.32500000000005	420.4	604.4	498.45000000000005	511.6333333333334	320.3749999999999	297.59999999999997	374.53999999999996	496.5	500.3666666666666	120.14999999999999	515.7666666666667	519.2	552.4	504.40000000000003	781.2	535.05	367.64285714285717	510.8	498.8	0	106.36666666666666	240.0	231.5	244.2	240.0	146.55	146.9	502.3	287.3	138.25714285714287	503.65
LOC108019427|XP_016942737.1|DSUZ	670.2	617.1	660.6	622.1	311.6	612.25	617.5	681.8	542.7	864.0	839.3	874.0	595.3	818.5	873.6	869.4	878.6	833.9	839.3	844.7	596.45	869.4	841.6	841.3	842.8	843.6	843.2	840.1	628.2	840.9	874.4	865.1	867.5	923.7	880.2	842.4	852.0	869.4	621.3	599.7	621.7	609.0	588.4	633.6	612.1	613.6	836.6	630.2	464.75	869.8
LOC108020475|XP_016944290.1|DSUZ	359.0	243.8	260.8	227.3	172.2	221.9	231.9	296.2	214.5	921.0	852.0	1173.3	934.9	824.3	1007.3	1043.1	1054.3	823.2	857.1	860.1	901.7	1044.3	820.1	847.4	840.1	874.4	842.0	835.1	182.2	832.8	1058.1	880.9	1050.8	1277.3	1102.4	894.0	773.1	1103.2	167.5	163.7	262.3	184.5	218.0	205.3	176.0	174.9	817.8	195.7	197.2	1047.3
